uid,号码,商户名称,比对结果,entName,regOrg,address,province,city,county,areaCode,entStatus,区号,一致否
18686,02086820809,广州通货运业有限公司,精确一致,广州通货运业有限公司,广州市白云区工商行政管理局,广州市白云区太和镇谢家庄村第八经济合作社自编1号首层共17栋广州锦邦货运市场C2区2222号,广东,广州市,白云区,440111,在营（开业）,020,一致
18687,02086823456,给你钱金融,不一致,,,,,,,,,,
18688,02086830459,峰虎户外店,无法匹配,,,,,,,,,,
18689,02086830567,广州花小路日本料理店,精确一致,,,,,,,,,,
18690,02086852958,强丰皮具厂,模糊一致,,,,,,,,,,
18691,02086881310,新华梦天使时装店,无法匹配,,,,,,,,,,
18692,02086992977,鸿威么术贴批发行,无法匹配,,,,,,,,,,
18693,02086998613,巴拉巴拉童装专卖,不一致,,,,,,,,,,
18694,02086999525,奥王达皮器厂,模糊一致,,,,,,,,,,
18695,02087025563,康信生猪贸易有限公司,精确一致,,,,,,,,,,
18696,02087044353,广州新盛博装饰工程有限公司,精确一致,广州新盛博装饰工程有限公司,广州市白云区工商行政管理局,广州市白云区同和街同沙路283号广东天健家居装饰广场五、六区A栋二层自建房屋（自编T2146号）,广东,广州市,白云区,440111,在营（开业）,020,一致
18697,02087050730,广州建通测绘地理信息技术公司,精确一致,,,,,,,,,,
18698,02087053213,广州市玉老香农产品贸易公司,精确一致,,,,,,,,,,
18699,02087067453,嘉帝城五金有限公司,模糊一致,,,,,,,,,,
18700,02087076229,广东宝瑞厂医药集团,无法匹配,,,,,,,,,,
18701,02087206429,广州真萃教育信息咨询有限公司,精确一致,广州真萃教育信息咨询有限公司,广州市天河区工商行政管理局,广州市天河区冬忆街1号世纪绿洲会所1号,广东,广州市,天河区,440106,在营（开业）,020,一致
18702,02087213626,广州佳宜贸易有限公司,不一致,,,,,,,,,,
18703,02087225270,广州市银利有限公司,精确一致,,,,,,,,,,
18704,02087301288,广州扶光书店中环店,无法匹配,,,,,,,,,,
18705,02087403588,广州生意圈科技有限公司,模糊一致,广州生意圈科技有限公司,广州市南沙区市场和质量监督管理局,广州市南沙区丰泽东路106号（自编1号楼）X1301-H1678（仅限办公用途）（JM）,广东,广州市,南沙区,,在营（开业）,020,一致
18706,02087409157*8740915,合力商行,不一致,,,,,,,,,,
18707,02087409378,广州市羊城莲蓉食品有限公司,精确一致,广州市羊城莲蓉食品有限公司,广州市白云区工商行政管理局,广州市白云区良田村环村西路23号（可作厂房使用）,广东,广州市,白云区,440111,在营（开业）,020,一致
18708,02087428166,广伦纸业,无法匹配,,,,,,,,,,
18709,02087464771,思科保安公司,不一致,,,,,,,,,,
18710,02087470012,广州白云恒和精细化工厂,精确一致,广州白云恒和精细化工厂,广州市白云区工商行政管理局,广州市白云区龙归永兴石坑窜尾,广东,广州市,白云区,440111,在营（开业）,020,一致
18711,02087470159,高菲雅皮具有限公司,模糊一致,,,,,,,,,,
18712,02087480828,广州市亿帆美家具有限公司,精确一致,广州市亿帆美家具有限公司,广州市白云区工商行政管理局,广州市白云区钟落潭镇大罗村罗岭南路自编3号,广东,广州市,白云区,440111,在营（开业）,020,一致
18713,02087488312,曼于儿贸易有限公司,精确一致,,,,,,,,,,
18714,02087508085,广州市宏翊制衣有限公司,模糊一致,,,,,,,,,,
18715,02087553425,唯我造型形象培训有限公司,精确一致,,,,,,,,,,
18716,02087578379,广州市内莎屋企业管理有限公司,不一致,广州市内莎屋企业管理有限公司,广州市天河区工商行政管理局,广州市天河区兴民路202号首层198.200号首层之二,广东,广州市,天河区,440106,在营（开业）,020,一致
18717,02087630398,宝泉休闲会管,模糊一致,,,,,,,,,,
18718,02087659696,广东安秉泰律师事务所,精确一致,,,,,,,,,,
18719,02087678686,颜如玉,模糊一致,颜如玉,石屏县市场监督管理局,石屏县龙朋镇供销社出租房,云南,红河州,石屏县,,迁出,020,不一致
18720,02087811253,广州莱泰制药有限公司,精确一致,广州莱泰制药有限公司,广州市工商行政管理局,广州市从化广东从化经济开发区广从大道16号,广东,广州市,从化区,440184,在营（开业）,020,一致
18721,02087844989,从化流溪河爱尚理发店,无法匹配,,,,,,,,,,
18722,02087865323,小食店,无法匹配,小食店,西昌市食品药品和工商质量监管局,顺河街,四川,凉山州,西昌市,,在营（开业）,020,不一致
18723,02087888911,广州寇驰家居装饰有限公司,精确一致,广州寇驰家居装饰有限公司,广州市白云区工商行政管理局,广州市白云区广从五路68号二楼,广东,广州市,白云区,,在营（开业）,020,一致
18724,02087905458,城郊禾兴,不一致,,,,,,,,,,
18725,02087912356,德邦物流广州分公司,精确一致,,,,,,,,,,
18726,02087915776,恒宝服饰批发有限公司,精确一致,,,,,,,,,,
18727,02087923298,广州市路祥运输公司,精确一致,,,,,,,,,,
18728,02087928033,思敏商行,无法匹配,,,,,,,,,,
18729,02087936669,乔帛,无法匹配,,,,,,,,,,
18730,02088075956,中国轻工业武汉合肥兰特监理,无法匹配,,,,,,,,,,
18731,02088365427,星漫工作室,无法匹配,,,,,,,,,,
18732,02088406501,春光物流,无法匹配,,,,,,,,,,
18733,02088470663,贝的印刷厂,无法匹配,,,,,,,,,,
18734,02088525772,广州敏蓉生物科技有限公司,精确一致,广州敏蓉生物科技有限公司,广州市越秀区工商行政管理局,广州市越秀区小北路65号18KL自编05O房（仅限办公用途）,广东,广州市,越秀区,440104,在营（开业）,020,一致
18735,02088563214,成都合利信贸易公司,精确一致,,,,,,,,,,
18736,02088691450*9630,和鑫汽车用品,无法匹配,,,,,,,,,,
18737,02088832520,国金陶陶居饮食管理有限公司,模糊一致,,,,,,,,,,
18738,02088948300,广州市饮源信息技术服务公司,精确一致,,,,,,,,,,
18739,02089020567,约书亚服饰,模糊一致,,,,,,,,,,
18740,02089022436,乐乐服装,不一致,乐乐服装,乃东区工商行政管理局格桑路工商行政管理所,月光市场,西藏,山南市,乃东区,,在营（开业）,020,不一致
18741,02089052929,鱼城川菜馆,不一致,,,,,,,,,,
18742,02089053342,鸿栢科技有限公司,精确一致,,,,,,,,,,
18743,02089086865*5674556,我是烤手云南烧烤,不一致,,,,,,,,,,
18744,02089102323,奕雄纺织,无法匹配,,,,,,,,,,
18745,02089117655,广州市中念名雄商贸有限公司,精确一致,,,,,,,,,,
18746,02089119066,久闻龙工味坊,不一致,,,,,,,,,,
18747,02089184041,恒大珠三角,不一致,,,,,,,,,,
18748,02089220976,明逸辉烟酒商行,无法匹配,,,,,,,,,,
18749,02089236213,广州英凯运输有限公司,精确一致,广州英凯运输有限公司,广州市黄埔区市场和质量监督管理局,广州经济技术开发区开发大道240号406房。,广东,广州市,黄埔区,440116,在营（开业）,020,一致
18750,02089281251,长亮数据有限公司广州分公司,精确一致,,,,,,,,,,
18751,02089282034,广州豆播信息科技有限公司,精确一致,广州豆播信息科技有限公司,广州市天河区工商行政管理局,广州市天河区花城大道85号2301房之自编01A单元（仅限办公用途）,广东,广州市,天河区,,在营（开业）,020,一致
18752,02089289221,凤林花月,不一致,,,,,,,,,,
18753,02089441610,鸿盛天花总汇,无法匹配,,,,,,,,,,
18754,02089442310,海珠区上善尊老服务中心,无法匹配,,,,,,,,,,
18755,02089449390,广州本媛服装有限公司,模糊一致,,,,,,,,,,
18756,02089635808,广州市昌利建筑工程有限公司,精确一致,广州市昌利建筑工程有限公司,广州市荔湾区工商行政管理局,广州市荔湾区茶滘路61号202房,广东,广州市,荔湾区,440105,在营（开业）,020,一致
18757,02089669269,yan的小店,无法匹配,,,,,,,,,,
18758,02089753255,游发服饰,精确一致,,,,,,,,,,
18759,02089810967,广州小鱼教育科技有限公司,精确一致,广州小鱼教育科技有限公司,广州市天河区工商行政管理局,广州市天河区沙太路陶庄5号自编号Z013号,广东,广州市,天河区,440106,在营（开业）,020,一致
18760,02089817043,广州众城信息咨询有限公司,精确一致,广州众城信息咨询有限公司,广州市白云区工商行政管理局,广州市白云区云城街齐富路1-10号联富大厦七层7018房（自主申报）,广东,广州市,白云区,,在营（开业）,020,一致
18761,02089852989,美味轩餐饮有限公司,精确一致,,,,,,,,,,
18762,02089888632,雅丹花边,不一致,,,,,,,,,,
18763,02089899668,幻象引擎网络技术有限公司,精确一致,,,,,,,,,,
18764,02102131075,,无效号码,,,,,,,,,,
18765,02102131665,,无效号码,,,,,,,,,,
18766,02102151929,,无效号码,,,,,,,,,,
18767,02102160297,,无效号码,,,,,,,,,,
18768,02108210389,上海厚德易到商贸有限公司,精确一致,上海厚德易到商贸有限公司,杨浦区市场监管局,上海市杨浦区民京路853号1幢2171室,上海,上海市,杨浦区,310110,在营（开业）,021,一致
18769,02110105757,新余公司,不一致,,,,,,,,,,
18770,02110109777,美团外卖上海有限公司,不一致,,,,,,,,,,
18771,02112345678,上海韩墨商贸,模糊一致,,,,,,,,,,
18772,02113564710,磐丰上海环境工程有限公司,精确一致,,,,,,,,,,
18773,02113609547,添米财富,无法匹配,,,,,,,,,,
18774,02113774268*557,信尔康股权投资基金有限公司,精确一致,,,,,,,,,,
18775,02113801626*1380162,上海索奇鞋业,无法匹配,,,,,,,,,,
18776,02113816595,上海刚洪电力检修工程,无法匹配,,,,,,,,,,
18777,02113816941,矜持有限公司,精确一致,,,,,,,,,,
18778,02113817568,泳晶减肥,无法匹配,,,,,,,,,,
18779,02113917310,中地物业管理有限公司,精确一致,,,,,,,,,,
18780,02114887664*4893,钰铂弹簧制造有限公司,精确一致,,,,,,,,,,
18781,02115121199,太尚房房产营销策划有限公司,精确一致,,,,,,,,,,
18782,02115821964,白邻小厨,无法匹配,,,,,,,,,,
18783,02120221088,上海美勤装饰工程有限公司,精确一致,上海美勤装饰工程有限公司,浦东新区市场监管局,上海市浦东新区三林路158号2幢519室,上海,上海市,浦东新区,310115,在营（开业）,021,一致
18784,02120910091,上海永响盛劳务派遣有限公司,模糊一致,上海永响盛劳务派遣有限公司,浦东新区市场监管局,上海市浦东新区沪南路2419弄31号10层1008A1室,上海,上海市,浦东新区,310115,在营（开业）,021,一致
18785,02120936335,神州仓储股份有限公司,精确一致,神州仓储股份有限公司,上海市工商行政管理局,上海市虹口区汶水东路541弄1号402室,上海,上海市,虹口区,310109,在营（开业）,021,一致
18786,02120966931,居家装饰,无法匹配,,,,,,,,,,
18787,02122835888,江苏云柜网络技术有限公司,不一致,江苏云柜网络技术有限公司,南京市雨花台区市场监督管理局,南京市雨花台区长虹路222号1幢1802室,江苏,南京市,雨花台区,320114,在营（开业）,021,不一致
18788,02123099999,上海雪浪湖温泉度假村,精确一致,,,,,,,,,,
18789,02123155475,复星高科技有限公司,精确一致,,,,,,,,,,
18790,02123199385,中国民生投资股份有限公司,精确一致,中国民生投资股份有限公司,上海市工商行政管理局,上海市黄浦区中山南路100号23层,上海,上海市,黄浦区,310101,在营（开业）,021,一致
18791,02124150588,上海金恪集团,无法匹配,,,,,,,,,,
18792,02126018687,上海杰驰建筑装饰工程有限公司,精确一致,上海杰驰建筑装饰工程有限公司,青浦区市场监督管理局,上海市青浦区练塘镇章练塘路588弄15号1幢一层6区077室,上海,上海市,青浦区,310118,在营（开业）,021,一致
18793,02131006120,上海费视文化,无法匹配,,,,,,,,,,
18794,02131035785,上海艺敏服饰有限公司,精确一致,上海艺敏服饰有限公司,嘉定区市场监管局,嘉定区嘉怡路296号396室,上海,上海市,嘉定区,310114,在营（开业）,021,一致
18795,02131071389,中荣资产,无法匹配,,,,,,,,,,
18796,02131145688,上海综财,无法匹配,,,,,,,,,,
18797,02131186177,和胃膳中式快餐,模糊一致,,,,,,,,,,
18798,02131261263,上海港湾集团,精确一致,,,,,,,,,,
18799,02131343497,上海冉启计算机科技有限公司,精确一致,上海冉启计算机科技有限公司,闵行区市场监督管理局,上海市闵行区剑川路951号5幢5层B5052室,上海,上海市,闵行区,310112,在营（开业）,021,一致
18800,02131365841,弘信地产,无法匹配,,,,,,,,,,
18801,02131587387,上海奇搜网络科技有限公司,精确一致,上海奇搜网络科技有限公司,嘉定区市场监管局,嘉定区江桥镇沙河路337号1-203室-59,上海,上海市,嘉定区,310114,在营（开业）,021,一致
18802,02131651737,中腾信金融信息服务有限公司,精确一致,,,,,,,,,,
18803,02131657015,上海韩诺装饰设计,无法匹配,,,,,,,,,,
18804,02132052193,饿了么,不一致,,,,,,,,,,
18805,02132576701,上海诺仪服饰设计有限公司,精确一致,上海诺仪服饰设计有限公司,长宁区市场监管局,上海市长宁区广顺路33号2幢101室,上海,上海市,长宁区,310105,在营（开业）,021,一致
18806,02133303626,上海现代人剧社,不一致,,,,,,,,,,
18807,02133537091,上海秀玥实业有限公司,精确一致,上海秀玥实业有限公司,松江区市场监管局,上海市松江区新浜镇中心路347号137室,上海,上海市,松江区,310117,在营（开业）,021,一致
18808,02133556468,上海励向房地产经纪有限公司,精确一致,上海励向房地产经纪有限公司,宝山区市场监督管理局,上海市宝山区双城路803弄11号1602A-2229室,上海,上海市,宝山区,,在营（开业）,021,一致
18809,02133561027,红细胞品牌咨询有限公司,精确一致,,,,,,,,,,
18810,02133628005*01,上海鼎翱电子商务有限公司,模糊一致,上海鼎翱电子商务有限公司,浦东新区市场监管局,浦东新区泥城镇云汉路979号2楼,上海,上海市,浦东新区,,在营（开业）,021,一致
18811,02133637506,途强计算机有限公司电商部,精确一致,,,,,,,,,,
18812,02133657896,江苏省梦源农业有限公司,精确一致,,,,,,,,,,
18813,02133683593,上海众安,无法匹配,,,,,,,,,,
18814,02133683971,北京字节跳动科技有限公司,精确一致,北京字节跳动科技有限公司,北京市工商行政管理局海淀分局,北京市海淀区知春路甲48号2号楼10A室,北京,北京市,海淀区,110108,在营（开业）,021,不一致
18815,02133758800,中国电建集团上海能源装备公司,模糊一致,,,,,,,,,,
18816,02133770399,上海海峰二手家具电器小卖部,不一致,,,,,,,,,,
18817,02133926394,上海由势投资有限公司,精确一致,,,,,,,,,,
18818,02134160886,上海彭岩文化有限公司,模糊一致,,,,,,,,,,
18819,02134292766,上海万立建筑工程有限公司,精确一致,上海万立建筑工程有限公司,松江区市场监管局,上海市松江区富荣经济园区内富汇路20号14幢205-2,上海,上海市,松江区,310117,在营（开业）,021,一致
18820,02134711260,陈安之国际训练机构,无法匹配,,,,,,,,,,
18821,02134797200,鲜师傅骨汤羊肉汤面,无法匹配,,,,,,,,,,
18822,02135368699,上海炎裔文化传播有限公司,精确一致,上海炎裔文化传播有限公司,奉贤区市场监管局,上海市奉贤区联合北路215号第5幢1645室,上海,上海市,奉贤区,310120,在营（开业）,021,一致
18823,02135885888,上海安硕信息技术有限公司,精确一致,上海安硕信息技术股份有限公司,上海市工商行政管理局,上海市杨浦区国泰路11号2308室,上海,上海市,杨浦区,310110,在营（开业）,021,一致
18824,02136033955,蓉宝食品店,不一致,,,,,,,,,,
18825,02136199705,上海禹博贸易有限公司,精确一致,上海禹博贸易有限公司,宝山区市场监督管理局,上海市宝山区友谊路1588弄14号503-8室,上海,上海市,宝山区,310113,在营（开业）,021,一致
18826,02136418876,上海洁瑜环卫,无法匹配,,,,,,,,,,
18827,02136440015,上海瑶宇服装设计有限公司,精确一致,上海瑶宇服装设计有限公司,浦东新区市场监管局,浦东新区泥城镇云汉路979号2楼,上海,上海市,浦东新区,310115,在营（开业）,021,一致
18828,02136485864,吉林吉农水稻高新科技发展,无法匹配,,,,,,,,,,
18829,02136523351,上海景同信息科技有限公司,模糊一致,上海景同信息科技股份有限公司,上海市工商行政管理局,上海市浦东新区东方路1988号603D-2室,上海,上海市,浦东新区,310115,在营（开业）,021,一致
18830,02136926678,上海家化,无法匹配,上海家化,石泉县工商行政管理局,石泉县金江福楼6号门面,陕西,安康市,石泉县,,注销,021,不一致
18831,02137010191,意翔宠物食品有限公司,不一致,,,,,,,,,,
18832,02137026618,上海冠佳胶粘制品有限公司,精确一致,上海冠佳胶粘制品有限公司,松江区市场监管局,上海市松江区小昆山镇秦安街18号A区4号房E座,上海,上海市,松江区,310117,在营（开业）,021,一致
18833,02137110675,上海市晨迪汽车服务有限公司,精确一致,,,,,,,,,,
18834,02137509113,上海源承贸易有限公司,精确一致,上海源承贸易有限公司,宝山区市场监督管理局,上海市宝山区江杨北路98号市场内干货区A4－131号,上海,上海市,宝山区,310113,在营（开业）,021,一致
18835,02137602000,中国龙工控股有限公司,模糊一致,,,,,,,,,,
18836,02137656205,上海索菲亚,模糊一致,,,,,,,,,,
18837,02137788420,翰诺威,不一致,,,,,,,,,,
18838,02137919232,上海德加福全自动机械有限公司,模糊一致,,,,,,,,,,
18839,02137980321,匠巢工程,无法匹配,,,,,,,,,,
18840,02138230233,上海仪炎实业有限公司,不一致,上海仪炎实业有限公司,松江区市场监管局,上海市松江区谷阳北路1500号5楼502室,上海,上海市,松江区,310117,在营（开业）,021,一致
18841,02138259311,农工商超超市集团有限公司,精确一致,,,,,,,,,,
18842,02138286688,安特金属成形有限责任公司,精确一致,,,,,,,,,,
18843,02138901111,华为技术有限公司,模糊一致,华为技术有限公司,深圳市市场监督管理局,深圳市龙岗区坂田华为总部办公楼,广东,深圳市,龙岗区,440307,在营（开业）,021,不一致
18844,02139109619*802,上海奔杰货架有限公司,精确一致,上海奔杰货架有限公司,嘉定区市场监管局,嘉定区马陆镇尚学路586号1幢,上海,上海市,嘉定区,310114,在营（开业）,021,一致
18845,02139230800,北京柯莱特科技有限公司,模糊一致,北京柯莱特科技有限公司,北京市工商行政管理局海淀分局,北京市海淀区知春路51号慎昌大厦5层516E,北京,北京市,海淀区,110108,在营（开业）,021,不一致
18846,02139626435,检察官奶茶,无法匹配,,,,,,,,,,
18847,02139805020,小杨车行,无法匹配,,,,,,,,,,
18848,02139887631,上海都锐电子商务有限公司,精确一致,上海都锐电子商务有限公司,奉贤区市场监管局,上海市奉贤区光泰路1999号31幢1122室,上海,上海市,奉贤区,310120,在营（开业）,021,一致
18849,02139961436,FCA,无法匹配,,,,,,,,,,
18850,02150120471,小孙家纺,不一致,,,,,,,,,,
18851,02150188998,同济国际装饰公司,模糊一致,,,,,,,,,,
18852,02150309823,上海砝码斯,模糊一致,,,,,,,,,,
18853,02150328850,上海六书教育科技有限公司,模糊一致,上海六书教育科技有限公司,浦东新区市场监管局,浦东新区南汇新城镇环湖西二路888号C楼,上海,上海市,浦东新区,,在营（开业）,021,一致
18854,02150460940,德尔福汽车系统公司,模糊一致,,,,,,,,,,
18855,02150495688,上海欣方智能系统有限公司,精确一致,上海欣方智能系统有限公司,自由贸易试验区市场监管局,中国（上海）自由贸易试验区碧波路690号8号楼402室,上海,上海市,,310115,在营（开业）,021,一致
18856,02150653462,同人伟业,无法匹配,,,,,,,,,,
18857,02150656888,上海新祁餐饮,不一致,,,,,,,,,,
18858,02150688551,北京京东世纪贸易有限公司,精确一致,北京京东世纪贸易有限公司,北京市工商行政管理局北京经济技术开发区分局,北京市北京经济技术开发区科创十一街18号C座2层201室,北京,,,110302,在营（开业）,,
18859,02150690887,上海浦东新区王禹辰食品经营部,无法匹配,,,,,,,,,,
18860,02150789018,御隆空间设计,精确一致,,,,,,,,,,
18861,02150792100,上海又宏物流公司,模糊一致,,,,,,,,,,
18862,02150885108,上海增葆建筑装饰公司,精确一致,,,,,,,,,,
18863,02151030110,上海同济大学保卫处,精确一致,,,,,,,,,,
18864,02151121027,上海链家地产经纪有限公司,模糊一致,,,,,,,,,,
18865,02151129846,上海链家房地产经纪有限公司,模糊一致,上海链家房地产经纪有限公司,闵行区市场监督管理局,上海市闵行区光华路2800号12幢,上海,上海市,闵行区,310112,在营（开业）,021,一致
18866,02151173881,圣恩艺术,不一致,,,,,,,,,,
18867,02151566888,上海苏宁物流有限公司,精确一致,上海苏宁物流有限公司,奉贤区市场监管局,上海市奉贤区环城西路3111弄555号4幢-130,上海,上海市,奉贤区,310120,在营（开业）,021,一致
18868,02151566888*2126,上海苏宁物流有限公司,精确一致,上海苏宁物流有限公司,奉贤区市场监管局,上海市奉贤区环城西路3111弄555号4幢-130,上海,上海市,奉贤区,310120,在营（开业）,021,一致
18869,02151617062,上海赛郎度服饰有限公司,精确一致,,,,,,,,,,
18870,02151688820,丽清汽车科技上海有限公司,精确一致,,,,,,,,,,
18871,02151752801,上海池彦和室,模糊一致,,,,,,,,,,
18872,02151791803,美集储运上海有限公司,精确一致,,,,,,,,,,
18873,02151832901,上海沪铁保安公司,精确一致,,,,,,,,,,
18874,02151858995,上海云房数据Q房网,模糊一致,,,,,,,,,,
18875,02151905999*6607,上海上讯信息技术股份有限公,模糊一致,,,,,,,,,,
18876,02151946216,华夏人寿保险股份有限公司,精确一致,华夏人寿保险股份有限公司,市自贸区市场监管局,天津市滨海新区中心商务区水线路2号增1号于家堡金融区服务中心101-30,天津,天津市,静海区,120116,在营（开业）,021,不一致
18877,02152173318,布卡教育,无法匹配,,,,,,,,,,
18878,02152273337,帆顺家宴,模糊一致,,,,,,,,,,
18879,02152309766,上海贞观文化传播有限公司,精确一致,上海贞观文化传播有限公司,崇明区市场监管局,上海市崇明县长江农场长江大街260号6幢332室,上海,上海市,崇明区,310230,在营（开业）,021,一致
18880,02152379963,上海原亨食品有限公司,精确一致,上海原亨食品有限公司,宝山区市场监督管理局,上海市宝山区友谊路1508弄3号701室-6,上海,上海市,宝山区,310113,在营（开业）,021,一致
18881,02152719980,上海飓佳国际贸易有限公司,模糊一致,上海飓佳国际贸易有限公司,自由贸易试验区市场监管局,中国（上海）自由贸易试验区业盛路188号A-1079室,上海,上海市,,310115,在营（开业）,021,一致
18882,02152847199,浅城网络,不一致,,,,,,,,,,
18883,02152897135,马晓辉文化艺术,精确一致,,,,,,,,,,
18884,02152912991,天翼奥升软件工程有限公司,不一致,,,,,,,,,,
18885,02152921552,京东上海天山站,无法匹配,,,,,,,,,,
18886,02152927181,上海文涵服饰有限公司,精确一致,上海文涵服饰有限公司,松江区市场监管局,上海市松江区小昆山镇崇南公路435弄11号房A座,上海,上海市,松江区,310117,在营（开业）,021,一致
18887,02152969919,上海醇酒国际贸易有限公司,模糊一致,上海醇酒国际贸易有限公司,闵行区市场监督管理局,上海市闵行区永德路374号,上海,上海市,闵行区,310112,在营（开业）,021,一致
18888,02152988219,玛满矿泰国餐厅,精确一致,,,,,,,,,,
18889,02152990617,上海鞍发农业科技有限公司,精确一致,上海鞍发农业科技有限公司,闵行区市场监督管理局,上海市闵行区罗秀路1347号,上海,上海市,闵行区,310112,在营（开业）,021,一致
18890,02153301999*8216,永达理保险经纪有限公司,精确一致,永达理保险经纪有限公司,北京市工商行政管理局朝阳分局,北京市朝阳区阜通东大街18号2层2208,北京,北京市,朝阳区,110105,在营（开业）,021,不一致
18891,02154234668,齿鲸智能科技（上海）有限公司,不一致,齿鲸智能科技（上海）有限公司,嘉定区市场监管局,上海市嘉定区安亭镇安拓路56弄19号604室,上海,上海市,嘉定区,,在营（开业）,021,一致
18892,02154352897,苏宁快递,无法匹配,,,,,,,,,,
18893,02154365996,上海芙蒂餐饮管理有限公司,精确一致,上海芙蒂餐饮管理有限公司,金山区市场监管局,上海市金山工业区夏宁路818弄70号645号库,上海,上海市,金山区,310116,在营（开业）,021,一致
18894,02154475728,上海市临吉地市容管理,精确一致,,,,,,,,,,
18895,02154702053,上海裕卿商贸有限公司,不一致,上海裕卿商贸有限公司,浦东新区市场监管局,浦东新区御桥路270弄17号202室,上海,上海市,浦东新区,310115,在营（开业）,021,一致
18896,02154711369,上海涌骏实业公司麦帝豪名车汇,模糊一致,,,,,,,,,,
18897,02154806732,民办,无法匹配,,,,,,,,,,
18898,02154977771,丰收日集团股份有限公司,模糊一致,,,,,,,,,,
18899,02154992142,上海港隽建筑工程有限公司,模糊一致,上海港隽建筑工程有限公司,奉贤区市场监管局,上海市奉贤区四团镇彭平路807号－138,上海,上海市,奉贤区,310120,在营（开业）,021,一致
18900,02155032725,上海易照企业发展有限公司,精确一致,上海易照企业发展有限公司,虹口区市场监管局,上海市虹口区中山北一路1250号3号楼1804室,上海,上海市,虹口区,310230,在营（开业）,021,一致
18901,02155059696,上海新骏建设工程有限公司,精确一致,上海新骏建设工程有限公司,崇明区市场监管局,崇明工业园区秀山路66号503室,上海,上海市,崇明区,310230,在营（开业）,021,一致
18902,02155302529,广州建三科技自动化上海办事处,无法匹配,,,,,,,,,,
18903,02155600868,DF健身工作室连锁,不一致,,,,,,,,,,
18904,02155677779,宝燕商城,不一致,,,,,,,,,,
18905,02155803808,福建创昱达信息技术有限公司,精确一致,福建创昱达信息技术有限公司,福州市市场监督管理局,福州市仓山区上渡路379号一层,福建,福州市,仓山区,350104,在营（开业）,021,不一致
18906,02155970215,上海长城宽带网络服务有限公司,模糊一致,上海长城宽带网络服务有限公司,静安区市场监管局,上海市闸北区共和新路3201、3155号253幢513室,上海,上海市,静安区,310108,在营（开业）,021,一致
18907,02156032076,赤柱港式烧腊餐厅,模糊一致,,,,,,,,,,
18908,02156062038,上海晶冉装饰,不一致,,,,,,,,,,
18909,02156073352,萌宠小筑,不一致,,,,,,,,,,
18910,02156085768,恩到物流,模糊一致,,,,,,,,,,
18911,02156206033,上海豪虎外墙设备有限公司,精确一致,上海豪虎外墙设备有限公司,宝山区市场监督管理局,上海市宝山区月罗路559号R-70室,上海,上海市,宝山区,310113,在营（开业）,021,一致
18912,02156206559,广州淘通科技股份有限公司,精确一致,广州淘通科技股份有限公司,广州市工商行政管理局,广州市天河区天寿路31号1801内自编01房（仅限办公用途）,广东,广州市,天河区,440106,在营（开业）,021,不一致
18913,02156283532,上海界蓝文化传媒有限公司,精确一致,上海界蓝文化传媒有限公司,青浦区市场监督管理局,上海市青浦区朱家角镇康业路901弄98号3层W区364室,上海,上海市,青浦区,,在营（开业）,021,一致
18914,02156446568,上海株鹤实业有限公司,模糊一致,上海株鹤实业有限公司,宝山区市场监督管理局,上海市宝山区友谊路1518弄10号1层B-112室,上海,上海市,宝山区,310113,在营（开业）,021,一致
18915,02156543680,上海柜族实业有限公司,精确一致,上海柜族实业有限公司,宝山区市场监督管理局,上海市宝山区市一路200号F-205,上海,上海市,宝山区,310113,在营（开业）,021,一致
18916,02156550063,上海格麟倍信息科技有限公司,精确一致,上海格麟倍信息科技有限公司,嘉定区市场监管局,上海市嘉定工业区叶城路925号B区4幢J1411室,上海,上海市,嘉定区,310114,在营（开业）,021,一致
18917,02156571275,笑立居有限公司,精确一致,,,,,,,,,,
18918,02156686702,瀚云智能科技（上海）公司,精确一致,,,,,,,,,,
18919,02156794668,御烹堂黑龙茶,无法匹配,,,,,,,,,,
18920,02156871187,上海市宝山区佳慧超市,无法匹配,,,,,,,,,,
18921,02156934298,上海宝长机械设备,精确一致,,,,,,,,,,
18922,02157255581,上海阳申石化设备安装有限公司,精确一致,上海阳申石化设备安装有限公司,金山区市场监管局,上海市金山区漕泾镇漕廊公路598号,上海,上海市,金山区,310116,在营（开业）,021,一致
18923,02157322812,朱泾镇黑百通医疗器械经营部,无法匹配,,,,,,,,,,
18924,02157358977,朴蓝聚烯烃科技发展有限公司,精确一致,,,,,,,,,,
18925,02157415715,上海致壮船务工程有限公司,精确一致,上海致壮船务工程有限公司,浦东新区市场监管局,浦东新区张江镇中心路1565号,上海,上海市,浦东新区,310115,在营（开业）,021,一致
18926,02157421004,上海宅乐投资管理有限公司,精确一致,上海宅乐投资管理有限公司,奉贤区市场监管局,上海市奉贤区青村镇人民北路918号A383室,上海,上海市,奉贤区,310120,在营（开业）,021,一致
18927,02157541086,上海中亚汽车修理有限公司,模糊一致,,,,,,,,,,
18928,02157596033,峰峭焊接厂,不一致,,,,,,,,,,
18929,02157610677,上海喜记餐饮企业有限公司,模糊一致,,,,,,,,,,
18930,02157654173,上海勇青投资管理有限公司,模糊一致,上海勇青投资管理有限公司,青浦区市场监督管理局,上海市青浦区外青松公路5655号1幢3层B区333室,上海,上海市,青浦区,310118,在营（开业）,021,一致
