序号,单位电话,单位名称,查得名称,查得名称与单位名称是否一致,found
3799,09336624594,庄浪县人民医院,庄浪县人民医院,精准一致,庄浪县人民医院
3800,051384655840,如东润桓绣品有限公司,如东润桓绣品有限公司,精准一致,
3801,05787528528,丽水市恒业市政园林有限公司,丽水市恒业市政园林有限公司,精准一致,
3802,05923177780,厦门多想互动文化传播股份公司,厦门多想互动文化传播股份公司,精准一致,
3803,05992327473,茗韵茶业有限公司,茗韵茶业有限公司,精准一致,
3804,057487610211,宁波永安公交公司,宁波市永安公共交通有限公司,精准一致,
3805,073128951111,株洲溢华汽车销售服务有限公司,株洲溢华汽车销售服务有限公司,精准一致,株洲溢华汽车销售服务有限公司
3806,051588973788,聚丰园大酒店,聚丰园大酒店,精准一致,聚丰园大酒店开放大道店
3807,051382212115,海门师范附属小学,江苏省海门师范附属小学,精准一致,
3808,05342567768,德州跃翔商贸有限公司,德州跃翔商贸有限公司,精准一致,德州跃翔商贸有限公司
3809,075528637137,深圳市格兰云天酒店管理公司,深圳市格兰云天酒店管理公司,精准一致,
3810,055165196100,安徽山水空间装饰有限公司,安徽山水空间装饰有限责任公司,精准一致,安徽山水空间装饰有限责任公司
3811,057686721611,浙江省温岭市大家实体有限公司,浙江省温岭市大家实体有限公司,精准一致,
3812,04765857073,内蒙古伊品生物科技有限公司,内蒙古伊品生物科技有限公司,精准一致,
3813,041185252099,大连玉林机械厂,大连玉林机械厂,精准一致,大连玉林机械厂
3814,02425657007,沈阳龙坤装饰工程有限公司,沈阳龙坤装饰工程有限公司,精准一致,龙坤装饰工程公司
3815,075528663399,伯恩光学深圳有限公司,伯恩光学(深圳)有限公司,精准一致,伯恩光学(深圳)有限公司
3816,02282129971,天津三星视界有限公司,天津三星视界有限公司,精准一致,天津三星视界有限公司
3817,07593602152,湛江御景置业有限公司,湛江御景置业有限公司,精准一致,
3818,031188810046,河北省松千商贸有限公司,河北省松千商贸有限公司,精准一致,
3819,03172464164,河北安居房地产开发集团公司,河北安居房地产开发集团公司,精准一致,
3820,02028270822,广东浩鸿汽车贸易有限公司,广东浩鸿汽车贸易有限公司,精准一致,广东浩鸿汽车贸易有限公司
3821,07506533888,江门市浩信电器制造有限公司,江门市浩信电器制造有限公司,精准一致,江门市浩信电器制造有限公司
3822,03155515888,唐山经洪实业集团有限公司,经洪实业有限公司,精准一致,唐山市经洪市政园林绿化有限公司
3823,09512037519,银川隆基硅材料有限公司,银川隆基硅材料有限公司,精准一致,
3824,03127383307,安徽高等级公路工程有限公司,安徽高等级公路工程有限公司,精准一致,
3825,05354014120,栖霞市宏视电子器材经销部,栖霞市宏视电子器材经销部,精准一致,
3826,03563016016,景易宣工贸有限公司,景易宣工贸有限公司,精准一致,
3827,03742751666,许昌裕同印刷包装有限公司,许昌裕同印刷包装有限公司,精准一致,许昌裕同印刷包装有限公司
3828,07452280799,怀化康泓,怀化康泓汽车销售服务有限公司,精准一致,怀化康泓汽车销售服务有限公司
3829,02424823523,沈阳金杯车辆制造有限公司,沈阳金杯车辆制造有限公司,精准一致,沈阳金杯车辆制造有限公司
3830,052386682247,安徽电力科技有限公司,安徽电力科技有限公司,精准一致,
3831,05637012012,小刀电动车有限公司,小刀电动车有限公司,精准一致,
3832,051262805858,苏州驶安特汽车电子有限公司,苏州驶安特汽车电子有限公司,精准一致,苏州驶安特汽车电子有限公司
3833,03103102269,河北中泰建设集团有限公司,河北中泰建设集团有限公司,精准一致,
3834,073186907799,湖南昌盛混凝土有限公司,湖南昌盛混凝土有限公司,精准一致,湖南昌盛混凝土有限公司
3835,09124868549,延长石油,延长石油,精准一致,
3836,051588772227,江苏柚尊家居制造有限公司,江苏柚尊家居制造有限公司,精准一致,江苏柚尊家居制造有限公司
3837,02180241569,拉扎斯网络科技上海有限公司,拉扎斯网络科技上海有限公司,精准一致,上海拉扎斯信息科技有限公司
3838,075562451360,永龙制造有限公司,永龙制造有限公司,精准一致,
3839,05363531548,青州市玉皇面粉厂,青州玉皇面粉厂,精准一致,青州玉皇面粉厂
3840,085118984084,贵州理工学院,贵州理工学院,精准一致,
3841,051385302758,南通开乐物流有限公司,江苏开乐运输有限公司,精准一致,江苏开乐运输有限公司
3842,09372688169,酒泉职业技术学院,酒泉职业技术学院,精准一致,酒泉职业技术学院
3843,06626795578,阳东小星宇抛磨材料厂,小星宇抛磨材料厂,精准一致,小星宇抛磨材料厂
3844,051581600435,江苏园方建设工程有限公司,江苏园方建设工程有限公司,精准一致,
3845,037169596682,宋陵矿山机械有限公司,宋陵矿山机械有限公司,精准一致,
3846,052784399608,中国人寿宿迁分公司宿豫支公司,中国人寿保险股份有限公司(宿迁分公司),精准一致,中国人寿保险宿迁分公司
3847,057767228986,瓯北镇英祺炫服饰有限公司,瓯北镇英祺炫服饰有限公司,精准一致,
3848,02363835469,重庆聚财道企集咨询有限公司,重庆聚财道企集咨询有限公司,精准一致,重庆聚才道企业管理咨询集团股份有限公司
3849,041187121946,厦门大金机械公司大连办事处,厦门大金机械公司大连办事处,精准一致,
3850,09918522801,新疆科信学院招生办,新疆科信学院,精准一致,新疆科信学院
3851,02583117500,南京市儿童医院,南京市儿童医院,精准一致,南京市儿童医院
3852,051263689297,苏州市江诚人防设备有限公司,苏州市江诚人防设备有限公司,精准一致,苏州市江诚人防设备有限公司
3853,04596686228,太平洋人寿保险股份有限公司,中国太平洋保险股份有限公司大庆中心支公司,精准一致,中国太平洋保险股份有限公司大庆中心支公司
3854,051286188688,昆山泰德兴精密电子有限公司,泰德兴精密电子(昆山)有限公司(咨询),精准一致,泰德兴精密电子(昆山)有限公司(咨询)
3855,085127229950,贵州省火焰山电炉有限公司,贵州省火焰山电炉有限公司,精准一致,
3856,051087136666,宜兴保集置业有限公司,宜兴保集置业有限公司,精准一致,东湖苑(南门)
3857,085184839184,奇彩印象文化传媒有限公司,奇彩印象文化传媒有限公司,精准一致,
3858,06632853478*2843620,凯尊狼有限公司,凯尊狼有限公司,精准一致,
3859,051968956375,常州市富尔居家俱有限公司,常州市富尔居家俱有限公司,精准一致,
3860,04735081452,快一步物流公司,快一步物流公司,精准一致,
3861,02963359607,互联企信信息技术有限公司,北京互联企信信息技术有限公司西安分公司,精准一致,
3862,03197562098,任县安康服装厂,任县安康服装厂,精准一致,
3863,05967880990,聚香源饭店,聚香源饭店(南靖店),精准一致,聚香源饭店(南靖店)
3864,075526500888,爱普生技术深圳有限公司,爱普生技术(深圳)有限公司,精准一致,爱普生技术(深圳)有限公司
3865,09124643127,靖边县统计局,靖边统计局,精准一致,靖边县统计局
3866,02987610607,九牧王股份有限公司西安分公司,九牧王股份有限公司西安分公司,精准一致,九牧王股份有限公司西安分公司
3867,037765527625,国网河南电力公司镇平供电公司,国网河南电力公司镇平供电公司,精准一致,
3868,057455668950,华丽养生馆,华丽养生馆,精准一致,韩国维娜华丽养生馆
3869,031188666547,及时还华北分公司,及时还华北分公司,精准一致,
3870,076981836388,东莞联胜科技有限公司,东莞市联胜化工有限公司,精准一致,东莞市联胜化工有限公司
3871,057384777491,华升服饰,华升服饰,精准一致,
3872,03552030404,太原捷众汽车租赁有限公司,太原捷众汽车租赁有限公司长治分公司,精准一致,花生好车长治西南店
3873,02344345666,名人大酒店,名人大酒店,精准一致,名人大酒店
3874,053186015290,西贝莜面村,西贝莜面村(恒隆广场店),精准一致,西贝莜面村(济南恒隆店)
3875,075532970760,维品会快递公司,维品会快递公司,精准一致,
3876,073183062107,长沙能大职业技术学校,长沙能大职业技术学校,精准一致,长沙能大职业技术学校
3877,076988319163,东莞市道滘镇中心小学,东莞市道滘镇中心小学,精准一致,
3878,031182048635,嘉盛制衣公司,嘉盛制衣公司,精准一致,
3879,051262565888*6170,虹光精密工业苏州有限公司,虹光精密工业(苏州)有限公司,精准一致,
3880,03745697777,许昌市恒瑞置业有限公司,许昌市恒瑞置业有限公司,精准一致,许昌市佳美房地产开发有限公司
3881,05394084567,李阔商务宾馆,李阔商务宾馆,精准一致,平邑李阔商务宾馆
3882,051088239090,江溪街道社区卫生服务中心,江溪街道社区卫生服务中心,精准一致,江溪街道社区卫生服务中心(锡兴路)
3883,07308715078,湖南邦田汽车服务有限公司,湖南邦田汽车服务有限公司,精准一致,湖南邦田汽车服务有限公司
3884,051969876688,马拉兹电梯导轨有限公司,马拉兹电梯导轨有限公司,精准一致,马拉兹电梯导轨有限公司
3885,051218915186,亮艳电子科技公司,亮艳电子科技公司,精准一致,
3886,07508896113,大满足鞋行,大满足鞋行,精准一致,
3887,045188341893,黑龙江省新阶梯图书经销公司,黑龙江新阶梯图书经销有限公司,精准一致,黑龙江新阶梯图书经销有限公司
3888,043186881566,长春市新百信商贸有限责任公司,长春市新百信商贸有限责任公司,精准一致,
3889,03155158818,唐山市润旗商贸有限公司,唐山市润旗商贸有限公司,精准一致,
3890,02989328413,西安指福门餐饮有限公司,西安指福门餐饮有限公司,精准一致,
3891,076987893231,宝钜儿童用品有限公司,宝钜儿童用品有限公司,精准一致,宝钜(中国)儿童用品有限公司
3892,03106037409,卡富文思管理咨询公司邯郸,卡富文思管理咨询公司邯郸,精准一致,
3893,01089537950,京邦达贸易有限公司,京邦达贸易有限公司,精准一致,
3894,051086997519*36101,江苏长电科技股份有限公司,江苏长电科技(城东厂区),精准一致,
3895,07523212888,捷普绿点科技惠州有限公司,捷普绿点科技(惠州)有限公司,精准一致,捷普绿点科技(惠州)有限公司
3896,037162623566,新郑市永丰物流有限公司,新郑市永丰物流有限公司,精准一致,
3897,09372688169,酒泉职业技术学院,酒泉职业技术学院,精准一致,酒泉职业技术学院
3898,05355274346,四川加多宝饮料有限公司,四川加多宝饮料有限公司,精准一致,
3899,031187590755,谷连天餐饮有限公司,谷连天餐饮有限公司,精准一致,
3900,053182609838,山东海瑞林医疗科技有限公司,山东海瑞林医疗科技有限公司,精准一致,山东海瑞林医疗科技有限公司
3901,057180082365,峰路贸易有限公司,峰路贸易有限公司,精准一致,
3902,052788808889,江苏易咖新能源汽车有限公司,江苏易咖新能源汽车有限公司,精准一致,易咖新能源汽车有限公司
3903,03596527777,苏荷之声有限公司,苏荷之声有限公司,精准一致,
3904,051186527322,中国人寿保险股份有限公司,中国人寿保险股份有限公司(虎门营销服务部),精准一致,丹阳市中国人寿保险股份有限公司(丹阳支公司)
3905,08172811788,泰康人寿,泰康人寿(长葛支公司),精准一致,
3906,03573031115,瑞海龙翔商贸有限公司,瑞海龙翔商贸有限公司,精准一致,
3907,04356995500,中国太平洋人寿保险股份公司,中国太平洋人寿保险股份有限公司休宁支公司,精准一致,中国太平洋人寿保险股份有限公司柳河支公司
3908,02028106808,诗雨服饰,诗雨服饰,精准一致,
3909,06345802865,莱芜鲁能开源电器有限公司,莱芜鲁能开源电器有限公司,精准一致,
3910,037127897531*6234,兰考伯伦装饰有限公司,兰考伯伦装饰有限公司,精准一致,
3911,03756880111,汝州市银河汽车销售服务公司,汝州市银河汽车销售服务有限公司,精准一致,汝州市银河汽车销售服务有限公司
3912,05398195639,临沂牧昌商贸有限公司,临沂牧昌商贸有限公司,精准一致,
3913,051988726918,常州市昊融制管有限公司,常州市昊融制管有限公司,精准一致,常州市昊融制管有限公司
3914,06622278968,顺天电器,顺天电器,精准一致,中央空调
3915,079187668233,江西洪都国际机电有限公司,江西洪都国际机电有限公司,精准一致,
3916,041184708221,大连理工大学,大连理工大学,精准一致,大连理工大学
3917,07146202089,黄石水之梦,黄石水之梦,精准一致,
3918,087167217808,盘龙拆迁公司,盘龙拆迁公司,精准一致,
3919,053282260327,胶州市六音琴行,胶州市六音琴行,精准一致,
3920,01052857641,北京木北企业管理有限公司,北京木北企业管理有限公司,精准一致,
3921,057786183333,鹿富物流有限公司温州办事处,温州市鹿富物流有限公司,精准一致,温州市鹿富物流有限公司
3922,02368109487,重庆良彬建材有限公司,重庆良彬建材有限公司,精准一致,
3923,057187325521,杭州市依和贸易有限公司,依和贸易有限公司,精准一致,依和贸易有限公司
3924,05397191899,山东金宝诚管业有限公司,山东金宝诚管业有限公司,精准一致,山东金宝诚管业有限公司
3925,02866424059,成都广泽物业服务有限公司,成都广泽物业服务有限公司,精准一致,
3926,03192615009,上海维音河北分公司,上海维音河北分公司,精准一致,
3927,07758321818,博白县城区博海家电维修中心,博白博海家电维修,精准一致,博白博海家电维修
3928,04557223204,安达市运通公司,安达市运通公司,精准一致,
3929,037155591063,格力电器郑州有限公司,格力电器(郑州)有限公司,精准一致,格力电器(郑州)有限公司
3930,07522588201,友邦保险,友邦保险(上海分公司),精准一致,
3931,01058918363,隆福医院,隆福医院,精准一致,
3932,02152897135,马晓辉文化艺术,上海马晓辉文化艺术有限公司,精准一致,上海马晓辉文化艺术有限公司
3933,02032016490,广东万迪公路工程有限公司,广东万迪公路工程有限公司,精准一致,
3934,052784392386,星瑞服贸有限公司,星瑞服贸有限公司,精准一致,
3935,051086653799,澜逾服饰,澜逾服饰,精准一致,
3936,037155913230,苏州施耐德电梯河南分公司,苏州施耐德电梯河南分公司,精准一致,河南盛恒机电设备有限公司
3937,07352998996,招商证券,招商证券(五岭大道证券营业部),精准一致,招商证券(五岭大道证券营业部)
3938,03106825676,邯郸市天利标准件有限公司,邯郸市天利标准件有限公司,精准一致,
3939,055164695271,伟翔环境治理有限责任公司,伟翔环境治理有限责任公司,精准一致,
3940,06323451515,山东安硕建筑工程有限公司,山东安硕建筑工程有限公司,精准一致,
3941,037168220008*0089,河南安信建设集团有限公司,河南安信建设集团有限公司,精准一致,
3942,02162287719,上海服装集团品牌发展有限公司,上海服装集团品牌发展有限公司,精准一致,上海服装集团品牌发展有限公司
3943,02452593771,抚顺市中医院,抚顺市中医院,精准一致,
3944,03742751666,许昌裕同印刷包装有限公司,许昌裕同印刷包装有限公司,精准一致,许昌裕同印刷包装有限公司
3945,045187351626,哈尔滨市中北出租车有限公司,哈尔滨市中北出租车有限公司,精准一致,哈尔滨中北出租汽车有限公司
3946,04338856055,汪清县环境保护局,汪清县环境保护局,精准一致,汪清县环境保护局宣教科
3947,02165048949,大连同达企业管理有限公司,大连同达企业管理有限公司,精准一致,
3948,03358641267,中交一航局第五工程有限公司,中交一航局第五工程有限公司,精准一致,
3949,075787248666,佛山揽月一号科技有限公司,佛山揽月一号科技有限公司,精准一致,
3950,05373657489,滕州市利兴汽车有限公司,滕州市利兴汽车有限公司,精准一致,
3951,051083781799,无锡市畅辰带业有限公司管理,无锡市畅辰带业有限公司,精准一致,无锡市畅辰带业有限公司
3952,04183957700,阜新双汇肉类加工有限公司,阜新双汇肉类加工有限公司,精准一致,
3953,01083066567,北京乾华科技发展有限公司,北京乾华科技发展有限公司,精准一致,
3954,03592218200,太平洋财产保险股份有限公司,太平洋财产保险股份有限公司,精准一致,中国太平洋财产保险股份有限公司运城中心支公司
3955,057762206717,乐清市鸿金装饰工程有限公司,乐清市鸿金装饰工程有限公司,精准一致,
3956,087165139161,云南省歌舞剧院,云南省歌舞剧院公司,精准一致,
3957,03596036999,垣曲县速帮汽贸有限公司,垣曲县速帮汽贸有限公司,精准一致,
3958,07773899163,骏升电子科技钦州有限公司,骏升科技(钦州)有限公司,精准一致,骏升科技(钦州)有限公司
3959,059183565622,福州纯野生态有限公司,福州纯野生态有限公司,精准一致,
3960,09942596111,百合家宴,百合家宴,精准一致,百合家宴
3961,02984214311,内蒙古众盎肉业食品有限公司,内蒙古众盎肉业食品有限公司,精准一致,
3962,057463905377,昆捷实业,昆捷实业,精准一致,宁波杭州湾新区昆捷实业有限公司
3963,08173661111,中晖建工集团有限公司,中晖建工集团有限公司,精准一致,中晖集团
3964,051257367888*6119,纬创资通昆山有限公司,纬创资通(昆山)有限公司,精准一致,
3965,057583352500,嵊州市天鸣电子电器有限公司,嵊州市天鸣电子电器有限公司,精准一致,嵊州市天鸣电子电器有限公司
3966,07567795080,珠海恒星环保科技有限公司,珠海恒星环保科技有限公司,精准一致,
3967,085184730751,贵州理工学院,贵州理工学院,精准一致,贵州理工学院
3968,057384613808,康明饭店,康明饭店,精准一致,康明饭店
3969,09918840997,新疆和顺咨询有限公司,新疆和顺工程咨询有限公司,精准一致,新疆和顺工程咨询有限公司
3970,07526518888*0,伯恩光学惠州有限公司,伯恩光学(惠州)有限公司,精准一致,
3971,05363122207,中国人寿保险股份有限公司,中国人寿保险股份有限公司(虎门营销服务部),精准一致,中国人寿保险股份有限公司临朐支公司
3972,057487071799,卓人潜能,卓人潜能(文体中心),精准一致,卓人潜能(文体中心)
3973,055162500011,深圳市龙城物业管理有限公司,深圳市龙城物业管理有限公司,精准一致,
3974,06632179326*3,利泰制衣有限公司,利泰制衣有限公司,精准一致,
3975,07224515899,湖北源丰化工有限公司,湖北省随州市源丰化工有限公司,精准一致,湖北省随州市源丰化工有限公司
3976,09372688169,酒泉职业技术学院,酒泉职业技术学院,精准一致,酒泉职业技术学院
3977,051988817673,常州市范群干燥设备有限公司,常州市范群干燥设备有限公司,精准一致,常州市范群干燥设备有限公司
3978,075528830168,深圳市龙岗区保安服务公司,深圳市龙岗区保安服务公司(龙西中路),精准一致,深圳市龙岗区保安服务公司
3979,06325789070*205,枣庄瑞兴鞋业有限公司,枣庄瑞兴鞋业有限公司,精准一致,
3980,09514038950,宁夏中银绒业股份有限公司,宁夏中银绒业股份有限公司,精准一致,宁夏中银绒业股份有限公司
3981,051968859900,苏宁易购,苏宁易购(泰康易购服务站),精准一致,苏宁电器(湖塘花园街店)
3982,02888292557,V力健身俱乐部,V力健身俱乐部,精准一致,v力健身俱乐部
3983,02446879810,德克斯米尔有限公司,德克斯米尔有限公司,精准一致,
3984,076981278619,东莞市百冠鑫实业有限公司,东莞市百冠鑫实业有限公司,精准一致,东莞市可至实业有限公司
3985,051185095320,句容市鑫光传媒有限公司,句容市鑫光传媒有限公司,精准一致,
3986,07562661819,华润万家生活超市新香洲店,华润万家生活超市新香洲店,精准一致,华润万家(新香洲店)
3987,02788771378,泰新宏业机电工程有限公司,泰新宏业机电工程有限公司,精准一致,
3988,05937166989,太平财险宁德中心支公司,太平财险宁德中心支公司,精准一致,
3989,07522555445,惠州鸿辉空调,鸿辉空调,精准一致,鸿辉空调形象店
3990,059536353999,婴舒宝（中国）有限公司,婴舒宝(中国)有限公司,精准一致,婴舒宝(中国)有限公司
3991,03108061917,中国人寿保险股份有限公司,中国人寿保险股份有限公司(虎门营销服务部),精准一致,
3992,07593297961,中国平安保险湛江分公司,中国平安保险湛江分公司,精准一致,
3993,01088779904,中国铁建电气化局,中国铁建电气化局,精准一致,
3994,051988109282,江苏常虹钢结构工程有限公司,江苏常虹钢结构工程有限公司,精准一致,江苏常虹钢结构工程有限公司
3995,085184874617,贵州吉德士出租汽车有限公司,贵州吉德士出租汽车有限公司,精准一致,
3996,05926035028,鑫德佳服饰有限公司,鑫德佳服饰有限公司,精准一致,厦门市湖里区德佳制衣厂
3997,07715532063,广西富安居建材德国高仪专柜,广西富安居(国际)家居建材广场,精准一致,广西富安居家居建材广场物业管理有限公司
3998,09543819200,电信股份有限公司,电信股份有限公司,精准一致,
3999,06353961106,山东泉林纸业有限责任公司,山东泉林纸业有限责任公司销售分公司,精准一致,山东泉林纸业有限公司
4000,051689369186,江天民生保险代理公司,江天民生保险代理公司,精准一致,
4001,03743470319,烟酒店,烟酒店,精准一致,
4002,037968888917,柳泉水兑建材有限公司,柳泉水兑建材有限公司,精准一致,
4003,057463886419,慈溪从信贸易有限公司,慈溪从信贸易有限公司,精准一致,
4004,02081522621,广州赛壹汽车服务有限公司,广州赛壹汽车服务有限公司,精准一致,壹加壹汽车美容全国连锁广东总店
4005,057487168768,宁波市建筑设计研究院有限公司,宁波市建筑设计研究院有限公司,精准一致,中房设计院
4006,03735270988,我爱我家房地产经纪有限公司,我爱我家房地产经纪有限公司,精准一致,
4007,07348334175,华融湘江银行,华融湘江银行(衡阳东风支行),精准一致,华融湘江银行(东风支行)
4008,051265396188,苏州和硕联合科技有限公司,苏州和硕联合科技有限公司,精准一致,
4009,057186831082,宝塔企业,杭州宝塔企业管理有限公司,精准一致,
4010,055164239700,安徽省英滋特商贸有限公司,安徽省英滋特商贸有限公司,精准一致,
4011,037960227058,洛阳瑾雀灵商贸有限公司,洛阳瑾雀灵商贸有限公司,精准一致,
4012,031185932100,北国超市,北国超市(中华北店),精准一致,北国超市(中华店)
4013,02066357223,亿康足道,亿康足道,精准一致,亿康足道休闲会所
4014,037153398661,郑州风神物流,郑州风神物流,精准一致,
4015,057757173808,浙江博今电气有限公司,浙江博今电气有限公司,精准一致,浙江博今电气有限公司
4016,02066832888,广州市盛瑞达皮革有限公司,广州市盛瑞达皮革有限公司,精准一致,广州市盛瑞达皮革有限公司
4017,02342889218,凯逸楼,凯逸楼,精准一致,凯逸大酒楼
4018,03732633080,新乡市文轩文化传播有限公司,新乡市文轩文化传播有限公司,精准一致,河南文轩文化有限公司
4019,03124296138,泰康人寿曲阳分公司,泰康人寿(河北分公司曲阳支公司),精准一致,泰康人寿(河北分公司曲阳支公司)
4020,053183389168,盛景小学,盛景小学,精准一致,
4021,055164420688,合肥盈玛建筑材料有限公司,合肥盈玛建筑材料有限公司,精准一致,
4022,02364756906,垫江县顺创房产有限公司,垫江县顺创房产有限公司,精准一致,
4023,02228330148,天津华润万家友谊路店,华润万家(友谊路店),精准一致,华润万家(友谊路店)
4024,05725100771,安吉县城市公共资源管理中心,安吉县城市公共资源管理中心,精准一致,
4025,057687255800,玉环县中星数控机床有限公司,玉环县中星数控机床有限公司F,精准一致,玉环县中星数控机床有限公司
4026,037168098522,云杉健身,云杉健身（某分店）,精准一致,云杉游泳健身(天泽店)
4027,05362361016,山东豪迈科技股份有限公司,山东豪迈机械科技股份有限公司,精准一致,山东豪迈机械科技股份有限公司
4028,02302258555,重庆农药化工集团有限公司,重庆农药化工集团有限公司,精准一致,
4029,052788888107,宿迁市霸王大件快运有限公司,宿迁市霸王大件快运有限公司,精准一致,
4030,041113332282*527,大连鹏运投资有限公司,大连鹏运投资有限公司,精准一致,大连鹏运办公用品有限公司
4031,057685670022,临海市苹果树国际儿童摄影,苹果树国际儿童摄影,精准一致,苹果树国际儿童摄影
4032,02826278977,成都欣立物业服务有限公司,成都欣立物业服务有限公司,精准一致,
4033,05948673799,莆田市新协胜鞋业有限公司,莆田市新协胜鞋业有限公司,精准一致,莆田市新协胜鞋业有限公司
4034,06635336213,揭阳人民医院,揭阳人民医院,精准一致,
4035,07732671888,广西电网公司桂林培训中心,广西电网公司桂林培训中心,精准一致,广西电网公司桂林培训中心
4036,037165340936,河南朗格置业有限公司,河南朗格置业有限公司,精准一致,
4037,05662086977,芳芳大酒店,芳芳大酒店,精准一致,芳芳大酒店
4038,02128902890,上汽通用汽车,上海通用汽车有限公司,精准一致,上海上汽通用汽车有限公司
4039,051685860679,徐州奈芮诗商贸有限公司,徐州奈芮诗商贸有限公司,精准一致,
4040,01068876997,北京市天沐酒店,北京市天沐酒店,精准一致,
4041,037155126331,河南胜奕德贸易有限公司,河南胜奕德贸易有限公司,精准一致,
4042,03733873881,河南省别处时光餐饮有限公司,河南省别处时光餐饮有限公司,精准一致,别处生活西餐厅
4043,05925738999,宸鸿科技(厦门)有限公司,宸鸿科技(厦门)有限公司,精准一致,宸鸿科技(厦门)有限公司
4044,037761569994,南阳柯丽尔科技有限公司,南阳柯丽尔科技有限公司,精准一致,南阳柯丽尔科技有限公司
4045,051981587249,常州天合光能有限公司,常州天合光能有限公司,精准一致,
4046,051257367888*3222,纬创资通昆山有限公司,纬创资通(昆山)有限公司,精准一致,
4047,07522312427,水口街道办事处,水口街道办事处,精准一致,
4048,075582472840,深圳朋凯印刷有限公司,深圳朋凯印刷有限公司-业务部,精准一致,深圳朋凯印刷有限公司-业务部
4049,05394689061,平邑县人民医院,平邑县人民医院,精准一致,
4050,059588894526,彬鹿国际集团有限公司,彬鹿国际集团有限公司,精准一致,
4051,037123381651,开封市社保局稽核科,开封市社保局稽核科,精准一致,开封市社会保险事业管理局稽核举报
4052,07506217634,江门市新会大恒丰药房有限公司,江门市新会大恒丰药房有限公司,精准一致,
4053,07532486169,复兴新材料有限公司,复兴新材料有限公司,精准一致,
4054,057387763355,禾银纺织,禾银纺织,精准一致,
4055,05925777999,坤驰联合出租有限公司,坤驰联合出租有限公司,精准一致,坤驰联合出租汽车
4056,037965198782,洛阳柯杰商贸,洛阳市柯杰商贸有限公司,精准一致,洛阳市柯杰商贸有限公司
4057,09942217068,新疆昌吉州中医医院,新疆昌吉州中医医院,精准一致,昌吉州中医院
4058,04548617024,合江林业局,黑龙江省合江林业管理局,精准一致,黑龙江省合江林业管理局
4059,06313013256,威海肖氏兄弟保健食品有限公司,威海肖氏兄弟保健食品有限公司,精准一致,
4060,02584804818,南京嘉环科技有限公司,南京嘉环科技有限公司,精准一致,南京嘉环科技有限公司
4061,06316589873,文登威力工具有限公司,文登威力工具有限公司,精准一致,
4062,076983228386,东莞泽荣箱包有限公司,东莞泽荣箱包有限公司,精准一致,澤榮箱包有限公司
4063,037980871636,河南亚明照明科技有限公司,河南亚明照明科技有限公司,精准一致,
4064,051987550860,江苏金峰水泥集团,江苏金峰水泥集团,精准一致,江苏金峰水泥集团
4065,08334265998,蓝域装饰工程有限公司,蓝域装饰工程有限公司,精准一致,
4066,076088233812,中国电信,中国电信(中央大街西营业厅),精准一致,
4067,02988318980,西安概恩电子科技有限公司,西安概恩电子科技有限公司,精准一致,西安概恩电子科技有限公司
4068,052781198789,宿迁友一家房产经纪有限公司,宿迁友一家房产经纪有限公司,精准一致,
4069,053284532493,青岛颐和针织有限公司,青岛颐和针织有限公司,精准一致,
4070,02096911234,广州盛华信息有限公司,广州盛华信息有限公司,精准一致,广州盛华信息有限公司
4071,02152309766,上海贞观文化传播有限公司,上海贞观文化传播有限公司,精准一致,
4072,02986195431,西安向南科技有限公司,西安向南电子科技有限公司,精准一致,西安向南电子科技有限公司
4073,051083715625,无锡兰博技术部,无锡市兰博试验设备有限公司,精准一致,无锡市兰博试验设备有限公司
4074,02260779136,天津市捷威动力工业公司,天津市捷威动力工业公司,精准一致,
4075,01087521222,健道生物科技,北京健道生物科技发展有限公司,精准一致,北京健道生物科技发展有限公司
4076,01057968823,中核二三,中核二三,精准一致,中核建设
4077,01067872200*504,诺兰特移动通信配件北京公司,诺兰特移动通信配件北京公司,精准一致,
4078,045187645794,哈尔滨市道里区雨鑫宾馆,哈尔滨市道里区雨鑫宾馆,精准一致,
4079,03736889373,成龙线缆有限公司,成龙线缆有限公司,精准一致,
4080,07568530032,珠海市宝祺汽车销售服务公司,珠海市宝祺汽车销售服务公司,精准一致,
4081,02372260576,泰康人寿保险股份有限公司,泰康人寿保险股份有限公司,精准一致,重庆泰康人寿保险公司涪陵区中心支公司
4082,051885855185,连云港启昊新型建材有限公司,连云港启昊新型建材有限公司,精准一致,
4083,07743810610,梧州科立创贸易有限公司,梧州科立创贸易有限公司,精准一致,
4084,031188997890,紫苹果集团装饰有限公司,紫苹果集团装饰有限公司,精准一致,
4085,02783366675,好吃再来美食店,好吃再来美食店,精准一致,
4086,075582591267,深圳市菲特林健身有限公司,深圳市菲特林健身有限公司,精准一致,
4087,031183820999*8145,石家庄科技信息职业学院,石家庄科技信息职业学院,精准一致,
4088,07565122639,伟创力制造珠海有限公司,伟创力制造(珠海)有限公司,精准一致,伟创力制造(珠海)有限公司
4089,02887582538,四川成瑞稷安贸易有限公司,四川成瑞稷安贸易有限公司,精准一致,
4090,05622164999,安徽百海实业有限公司,安徽百海实业有限公司,精准一致,
4091,03495569043,山西巍腾电力建设工程有限公司,山西巍腾电力建设工程有限公司,精准一致,
4092,08178184769,鑫瑞消防有限公司,鑫瑞消防有限公司,精准一致,
4093,02423495100,大东区西川道川菜馆,沈阳市大东区西川道川菜馆,精准一致,
